"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3301625";"SPEBRUTINIB";"2.0";"423.45";"0";"4.25";"19; CC-292";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1";"IC50";"'='";"854.0";"nM";"6.07";"";"";"UO_0000065";"14.33";"0.27";"1.82";"6.23";"0";"CHEMBL5124387";"Inhibition of BTK C481R mutant (unknown origin) expressed in baculovirus infected Trichoplusia ni pro cells incubated for 30 mins in presence of ATP by Microfluidic chip based mobility shift assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Tni PRO";"None";"";"Q06187";"C481R";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120879";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL4868212";"";"None";"499.58";"0";"2.46";"6";"C=CC(=O)N1CC2(CC(c3nc(-c4ccc(C(=O)Nc5cc(CC)ccn5)cc4)c(C(N)=O)n3N)C2)C1";"IC50";"'='";"85.7";"nM";"7.07";"";"";"UO_0000065";"14.15";"0.26";"4.61";"4.74";"0";"CHEMBL4841669";"Inhibition of full-length N-terminal GST tagged BTK (2 to 659 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840351";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4868899";"";"None";"499.58";"0";"2.65";"15";"CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(CC)ccn3)cc2)c(C(N)=O)n1N";"IC50";"'='";"17.9";"nM";"7.75";"";"";"UO_0000065";"15.51";"0.29";"5.10";"5.19";"0";"CHEMBL4841669";"Inhibition of full-length N-terminal GST tagged BTK (2 to 659 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840351";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4854001";"";"None";"484.52";"0";"2.12";"25";"C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C#N)ccn3)cc2)c(C(N)=O)n1N";"IC50";"'='";"17.1";"nM";"7.77";"";"";"UO_0000065";"16.03";"0.29";"5.65";"4.49";"0";"CHEMBL4841669";"Inhibition of full-length N-terminal GST tagged BTK (2 to 659 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840351";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4873198";"";"None";"491.53";"0";"2.70";"27";"C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C)c(F)cn3)cc2)c(C(N)=O)n1N";"IC50";"'='";"44.5";"nM";"7.35";"";"";"UO_0000065";"14.96";"0.28";"4.65";"4.93";"0";"CHEMBL4841669";"Inhibition of full-length N-terminal GST tagged BTK (2 to 659 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840351";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4871608";"";"None";"496.53";"0";"1.96";"43";"CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C#N)ccn3)cc2)c(C(N)=O)n1N";"IC50";"'='";"45.6";"nM";"7.34";"";"";"UO_0000065";"14.78";"0.27";"5.38";"4.24";"0";"CHEMBL4841669";"Inhibition of full-length N-terminal GST tagged BTK (2 to 659 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840351";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4849268";"";"None";"547.62";"1";"3.75";"46";"CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccccc4)ccn3)cc2)c(C(N)=O)n1N";"IC50";"'='";"16.4";"nM";"7.79";"";"";"UO_0000065";"14.22";"0.26";"4.04";"5.22";"0";"CHEMBL4841669";"Inhibition of full-length N-terminal GST tagged BTK (2 to 659 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840351";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4085477";"";"None";"636.76";"2";"2.94";"7";"Cn1cc(-c2ccnc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O";"IC50";"'='";"54.9";"nM";"7.26";"";"";"UO_0000065";"11.40";"0.21";"4.32";"6.00";"0";"CHEMBL4023698";"Inhibition of BTK in human whole blood-derived CD19+ B cells assessed as suppression of anti-IgM stimulated-CD69 expression preincubated for 1 hr followed by IgM stimulation for 18 hrs by FACS analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020831";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4075845";"";"None";"651.83";"1";"4.84";"10";"CC1C=C(c2ccnc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)C=C(Nc2ccc(N3CCN(C4COC4)CC3)cc2)C1=O";"IC50";"'='";"121.1";"nM";"6.92";"";"";"UO_0000065";"10.61";"0.20";"2.08";"7.04";"0";"CHEMBL4023698";"Inhibition of BTK in human whole blood-derived CD19+ B cells assessed as suppression of anti-IgM stimulated-CD69 expression preincubated for 1 hr followed by IgM stimulation for 18 hrs by FACS analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020831";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4086408";"";"None";"648.81";"1";"4.28";"12";"CC1C=C(c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)C=C(Nc2ccc(N3CCN(C4COC4)CC3)cc2)C1=O";"IC50";"'='";"15.4";"nM";"7.81";"";"";"UO_0000065";"12.04";"0.22";"3.53";"7.57";"0";"CHEMBL4023698";"Inhibition of BTK in human whole blood-derived CD19+ B cells assessed as suppression of anti-IgM stimulated-CD69 expression preincubated for 1 hr followed by IgM stimulation for 18 hrs by FACS analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020831";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4074792";"";"None";"678.84";"2";"3.96";"32";"C[C@@H]1CN(c2ccc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)[C@@H](C)CN1C1COC1";"IC50";"'='";"10.2";"nM";"7.99";"";"";"UO_0000065";"11.77";"0.22";"4.03";"6.61";"0";"CHEMBL4023698";"Inhibition of BTK in human whole blood-derived CD19+ B cells assessed as suppression of anti-IgM stimulated-CD69 expression preincubated for 1 hr followed by IgM stimulation for 18 hrs by FACS analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020831";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4276669";"";"None";"378.44";"0";"1.60";"24";"C=CC(=O)N1C[C@H]2C[C@@H]1CN2c1ccc(C(N)=O)c(Nc2ccc(C)nc2)n1";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"23.40";"0.43";"7.25";"8.48";"0";"CHEMBL4264697";"Inhibition of BTK in goat anti-human IgM F(ab')2-stimulated human PBMC assessed as suppression of BCR-induced CD69 expression on B cells pretreated for 1 hr followed by blood stimulation measured after overnight incubation by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261605";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL1873475";"IBRUTINIB";"4.0";"440.51";"0";"4.22";"Ibrutinib";"C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"17.83";"0.33";"3.63";"7.92";"1";"CHEMBL4264700";"Inhibition of BTK in human whole blood";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261605";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4278717";"";"None";"435.53";"0";"2.19";"4";"C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4CCCCC4)nc3)n2)C1";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"19.83";"0.37";"6.45";"7.42";"0";"CHEMBL4264020";"Inhibition of full length human BTK (8 to 80 residues) using FITC-AHA-EEPLYWSFPAKKK-NH2 as substrate after 90 mins by off-chip mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261599";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4285083";"";"None";"492.58";"0";"2.05";"7";"C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(C(=O)N4CC(C)OC(C)C4)cc3)n2)C1";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"17.36";"0.32";"6.50";"6.58";"0";"CHEMBL4264020";"Inhibition of full length human BTK (8 to 80 residues) using FITC-AHA-EEPLYWSFPAKKK-NH2 as substrate after 90 mins by off-chip mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261599";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4250200";"";"None";"444.49";"0";"3.60";"12";"C=CC(=O)N1CCN(c2ccc(C(N)=O)c(Oc3ccc(Oc4ccccc4)cc3)n2)CC1";"IC50";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"18.87";"0.35";"4.79";"8.56";"0";"CHEMBL4236252";"Inhibition of human full length BTK using FITC-AHA-EEPLYWSFPAKKK-NH2 as substrate after 90 mins by microfluid mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229542";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4582434";"";"None";"441.50";"0";"2.47";"9j";"C/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(C#CCOc3ccccc3)c3c(N)ncnc32)C1";"IC50";"'='";"7.8";"nM";"8.11";"";"";"UO_0000065";"18.36";"0.34";"5.64";"6.59";"0";"CHEMBL4372282";"Inhibition of recombinant full-length human N-terminal GST-fused BTK (2 to 659 residues) expressed in baculovirus expression system using biotin-labelled peptide as substrate measured after 50 mins by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371038";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4648439";"";"None";"535.55";"1";"3.37";"24";"Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@H]2F)c1=O";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"12.59";"0.24";"3.37";"5.66";"0";"CHEMBL4622576";"Inhibition of BTK in human whole blood assessed as reduction in anti-IgM-stimulated CD69 expression preincubated for 1 hr followed by goat F(ab')2 anti-human IgM stimulation and measured after 18 hrs by FACS analysis";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619817";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";""
"CHEMBL4854853";"";"None";"550.42";"1";"2.85";"41";"CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Br)ccn3)cc2)c(C(N)=O)n1N";"IC50";"'='";"22.6";"nM";"7.65";"";"";"UO_0000065";"13.89";"0.29";"4.80";"5.12";"0";"CHEMBL4841669";"Inhibition of full-length N-terminal GST tagged BTK (2 to 659 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840351";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4211960";"";"None";"547.54";"1";"4.74";"25g";"Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(CC(F)F)c2)n1";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"17.71";"0.33";"4.96";"7.83";"0";"CHEMBL4182612";"Inhibition of His-tagged lambda phosphatase pre-treated N-terminal DYKDDDDK tagged and biotinylated BTK unactivated form (unknown origin) using FITC-labeled Srctide substrate and ATP by microfluidic mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177725";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4213985";"";"None";"523.57";"1";"4.81";"25d";"Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(C3CC3)c2)n1";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"18.19";"0.33";"4.71";"7.69";"0";"CHEMBL4182612";"Inhibition of His-tagged lambda phosphatase pre-treated N-terminal DYKDDDDK tagged and biotinylated BTK unactivated form (unknown origin) using FITC-labeled Srctide substrate and ATP by microfluidic mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177725";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4202615";"";"None";"538.58";"1";"4.82";"18j";"CC(=O)c1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1C";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"16.89";"0.31";"4.28";"7.10";"0";"CHEMBL4182612";"Inhibition of His-tagged lambda phosphatase pre-treated N-terminal DYKDDDDK tagged and biotinylated BTK unactivated form (unknown origin) using FITC-labeled Srctide substrate and ATP by microfluidic mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177725";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4115906";"";"None";"None";"None";"None";"BDBM200825";"";"IC50";"'='";"4.0";"nM";"8.40";"";"356874";"UO_0000065";"";"";"";"";"0";"CHEMBL3887838";"Biochemical Enzyme Assay: The inhibitory activity of the present compounds against Btk was assessed in a biochemical enzyme assay. Assay plates in 384 well format were prepared with 8-point serial dilutions for the test compounds on a Thermo CatX workstation equipped with a Innovadyne Nanodrop Express. The assay plates were prepared by addition of 50 nl per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 ul per well of peptide/ATP-solution (4 uM FITC-Ahx-TSELKKVVALYDYMPMNAND-NH2, 164 uM ATP) in kinase buffer (50 mM HEPES, pH 7.5, 1 mM DTT, 0.02% Tween20, 0.02% BSA, 0.6% DMSO, 10 mM beta-glycerophosphate, and 10 uM sodium orthovanadate, 18 mM MgCl2, 1 mM MnCl2) and 4.5 ul per well of enzyme solution (6.4 nM full-length human recombinant BTK) in kinase buffer. Kinase reactions were incubated at 30° C. for 60 minutes and subsequently terminated by addition of 16 ul per well of stop solution (100 mM HEPES pH 7.5, 5% DMSO, 0.1% Caliper coating reagent, 10 mM EDTA, and 0.015% Brij35). Kinase reactions were analyzed on a Caliper LC3000 workstation by separating phosphorylated and unphosphorylated peptides and kinase activities were calculated from the amounts of newly formed phospho-peptide. Inhibition data were calculated by comparison to control reactions without enzyme (100% inhibition) and without inhibitors (0% inhibition).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886469";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3647970";"";"None";"497.60";"0";"4.15";"BDBM97675";"CN(C)C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1";"IC50";"'='";"2.5";"nM";"8.60";"";"214879";"UO_0000065";"17.29";"0.32";"4.45";"8.40";"0";"CHEMBL3705285";"Time-Resolved Fluorescence Resonance Energy Transfer Assay: Btk kinase activity was determined using a time-resolved fluorescence resonance energy transfer (TR-FRET) methodology.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638659";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL4204675";"";"None";"522.54";"1";"3.89";"4e";"Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N";"IC50";"'='";"0.39";"nM";"9.41";"";"";"UO_0000065";"18.01";"0.33";"5.52";"6.37";"0";"CHEMBL4201925";"Inhibition of N-terminal DYKDDDDK tagged biotinylated unactivated human recombinant BTK using FITC-labeled Srctide peptide substrate by by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196213";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4217003";"";"None";"553.67";"1";"4.74";"3a";"CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3nc(N)nc(Nc4ccc(N5CCOCC5)cc4)n3)c2CO)cc1";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"13.30";"0.25";"2.63";"5.32";"0";"CHEMBL4201924";"Inhibition of N-terminal DYKDDDDK tagged biotinylated activated human recombinant BTK using FITC-labeled Srctide peptide substrate by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196213";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4215004";"";"None";"559.70";"1";"4.80";"3f";"CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3nc(N)nc(Nc4ccc(N5CCOCC5)cc4)n3)c2CO)s1";"IC50";"'='";"820.0";"nM";"6.09";"";"";"UO_0000065";"10.87";"0.21";"1.29";"4.39";"0";"CHEMBL4201924";"Inhibition of N-terminal DYKDDDDK tagged biotinylated activated human recombinant BTK using FITC-labeled Srctide peptide substrate by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196213";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL3657213";"";"None";"268.32";"0";"2.99";"BDBM134218";"CC(C)Oc1ccc(-c2cncc3[nH]nc(N)c23)cc1";"IC50";"'='";"9310.0";"nM";"5.03";"";"267607";"UO_0000065";"18.75";"0.34";"2.04";"6.55";"0";"CHEMBL3705416";"Enzyme Assay: To V-bottom 384-well plates were added test compounds, human recombinant Btk (1 nM, Invitrogen Corporation), fluoresceinated peptide (1.5 uM), ATP (20 uM), and assay buffer (20 mM HEPES pH 7.4, 10 mM MgCl2, 0.015% Brij35 and 4 mM DTT in 1.6% DMSO), with a final volume of 30 uL. After incubating at room temperature for 60 min, the reaction was terminated by adding 45 ul of 35 mM EDTA to each sample. The reaction mixture was analyzed on the Caliper LABCHIP 3000 (Caliper, Hopkinton, Mass.) by electrophoretic separation of the fluorescent substrate and phosphorylated product. Inhibition data were calculated by comparison to no enzyme control reactions for 100% inhibition and no inhibitor controls for 0% inhibition. Dose response curves were generated to determine the concentration required inhibiting 50% of kinase activity (IC50). Compounds were dissolved at 10 mM in dimethylsulfoxide (DMSO) and evaluated at eleven concentrations.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638930";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL3657216";"";"None";"497.56";"1";"6.92";"BDBM134221";"Nc1n[nH]c2c(-c3ccc(NC(=O)c4ccccc4)cc3)ncc(-c3ccc(Oc4ccccc4)cc3)c12";"IC50";"'='";"14860.0";"nM";"4.83";"";"267610";"UO_0000065";"9.70";"0.17";"-2.09";"4.56";"0";"CHEMBL3705416";"Enzyme Assay: To V-bottom 384-well plates were added test compounds, human recombinant Btk (1 nM, Invitrogen Corporation), fluoresceinated peptide (1.5 uM), ATP (20 uM), and assay buffer (20 mM HEPES pH 7.4, 10 mM MgCl2, 0.015% Brij35 and 4 mM DTT in 1.6% DMSO), with a final volume of 30 uL. After incubating at room temperature for 60 min, the reaction was terminated by adding 45 ul of 35 mM EDTA to each sample. The reaction mixture was analyzed on the Caliper LABCHIP 3000 (Caliper, Hopkinton, Mass.) by electrophoretic separation of the fluorescent substrate and phosphorylated product. Inhibition data were calculated by comparison to no enzyme control reactions for 100% inhibition and no inhibitor controls for 0% inhibition. Dose response curves were generated to determine the concentration required inhibiting 50% of kinase activity (IC50). Compounds were dissolved at 10 mM in dimethylsulfoxide (DMSO) and evaluated at eleven concentrations.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638930";"37";"BindingDB Database";"";"2014";"None";"";"";""
